id,name,deck,image,genres,site_detail_url,genre_names,genre_count,image_url
124,Need for Speed III: Hot Pursuit,Need for Speed III is one of the best times I have had playing a racing game.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/1/7/9/6/2211796-box_nfs3hp.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/1/7/9/6/2211796-box_nfs3hp.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/1/7/9/6/2211796-box_nfs3hp.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/1/7/9/6/2211796-box_nfs3hp.png'}","[{'name': 'Arcade'}, {'name': 'Driving/Racing'}]",https://www.gamespot.com/need-for-speed-iii-hot-pursuit/,"['Arcade', 'Driving/Racing']",2,
125,Heart of Darkness,Heart of Darkness is the latest platform/puzzle game from the creators of Out of this World and Flashback.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/9/0/5/4/2209054-darkness.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/9/0/5/4/2209054-darkness.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/9/0/5/4/2209054-darkness.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/9/0/5/4/2209054-darkness.png'}","[{'name': '2D'}, {'name': 'Action'}, {'name': 'Platformer'}]",https://www.gamespot.com/heart-of-darkness/,"['2D', 'Action', 'Platformer']",3,
126,NFL Blitz,Blitz is the most addictive sports game ever created.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/3/0/6/4/2213064-box_nflblitz.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/3/0/6/4/2213064-box_nflblitz.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/3/0/6/4/2213064-box_nflblitz.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/3/0/6/4/2213064-box_nflblitz.png'}","[{'name': 'Arcade'}, {'name': 'Football (American)'}, {'name': 'Sports'}, {'name': 'Team-Based'}]",https://www.gamespot.com/nfl-blitz/,"['Arcade', 'Football (American)', 'Sports', 'Team-Based']",4,
127,MechWarrior 3,"It might seem rough around the edges once in a while, but nevertheless, MechWarrior 3 is a worthy successor to one of the best games of the decade.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/4/0/7/7/2214077-mechwarrior_3_coverart.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/4/0/7/7/2214077-mechwarrior_3_coverart.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/4/0/7/7/2214077-mechwarrior_3_coverart.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/4/0/7/7/2214077-mechwarrior_3_coverart.png'}",[{'name': 'Simulation'}],https://www.gamespot.com/mechwarrior-3/,['Simulation'],1,
128,Independence War,"Independence War not only provides the most detailed flight and systems modeling yet seen in a space sim, it also provides a complex, rewarding plot and a fully fleshed-out gaming world.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/4/6/1/128-461.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/4/6/1/128-461.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/4/6/1/128-461.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/4/6/1/128-461.jpg'}",[{'name': 'Simulation'}],https://www.gamespot.com/independence-war/,['Simulation'],1,
129,Urban Assault,"There are lots of missions and lots of branches so you can complete several missions in varying order, but all the missions end up playing the same.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/0/6/3/6/2210636-urbanassault_boxart.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/0/6/3/6/2210636-urbanassault_boxart.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/0/6/3/6/2210636-urbanassault_boxart.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/0/6/3/6/2210636-urbanassault_boxart.png'}",[{'name': 'Strategy'}],https://www.gamespot.com/urban-assault/,['Strategy'],1,
130,Commandos: Behind Enemy Lines,"A genuinely original game of tactics, planning, and precision.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/5/0/5/9/2215059-1zbrngg.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/5/0/5/9/2215059-1zbrngg.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/5/0/5/9/2215059-1zbrngg.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/5/0/5/9/2215059-1zbrngg.jpg'}","[{'name': 'Real-Time'}, {'name': 'Strategy'}]",https://www.gamespot.com/commandos-behind-enemy-lines/,"['Real-Time', 'Strategy']",2,
131,Links LS 1999,Three years of improving this engine has made Links one of the most well-rounded and finely crafted software products on the market.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/4/7/0/131-470.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/4/7/0/131-470.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/4/7/0/131-470.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/4/7/0/131-470.jpg'}","[{'name': 'Golf'}, {'name': 'Simulation'}, {'name': 'Sports'}]",https://www.gamespot.com/links-ls-99/,"['Golf', 'Simulation', 'Sports']",3,
133,Age of Empires II: The Age of Kings,"If you've ever liked any other real-time strategy game in this classical style, then you'll clearly see why this one deserves so much credit.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/0/1/6/8/2210168-napc.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/0/1/6/8/2210168-napc.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/0/1/6/8/2210168-napc.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/0/1/6/8/2210168-napc.jpg'}","[{'name': 'Real-Time'}, {'name': 'Strategy'}]",https://www.gamespot.com/age-of-empires-ii-the-age-of-kings/,"['Real-Time', 'Strategy']",2,
134,Caesar III,"Despite the small problems, building a thriving city in Caesar III is fun.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/2/1/4/0/2212140-caesar_3_a.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/2/1/4/0/2212140-caesar_3_a.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/2/1/4/0/2212140-caesar_3_a.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/2/1/4/0/2212140-caesar_3_a.jpg'}","[{'name': 'Management'}, {'name': 'Strategy'}]",https://www.gamespot.com/caesar-iii/,"['Management', 'Strategy']",2,
135,Chessmaster 6000,Chessmaster is still the only way to go if you're looking for a chess program.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/6/4/2/8/2216428-1.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/6/4/2/8/2216428-1.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/6/4/2/8/2216428-1.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/6/4/2/8/2216428-1.jpg'}",[{'name': 'Trivia/Board Game'}],https://www.gamespot.com/chessmaster-6000/,['Trivia/Board Game'],1,
136,The Game of Life,The PC conversion of The Game of Life brings some of the charm of the original and tampers very little with the formula.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/9/9/0/0/2209900-the_game_of_life.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/9/9/0/0/2209900-the_game_of_life.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/9/9/0/0/2209900-the_game_of_life.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/9/9/0/0/2209900-the_game_of_life.jpg'}",[{'name': 'Trivia/Board Game'}],https://www.gamespot.com/the-game-of-life/,['Trivia/Board Game'],1,
137,Fallout 2,"The core elements of 1997's best role-playing game are intact and, in several ways, have been improved.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/1/5/7/8/2211578-fallout2front.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/1/5/7/8/2211578-fallout2front.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/1/5/7/8/2211578-fallout2front.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/1/5/7/8/2211578-fallout2front.jpg'}",[{'name': 'Role-Playing'}],https://www.gamespot.com/fallout-2/,['Role-Playing'],1,
138,Jeopardy! (1991),A version of the popular gameshow is available on the PlayStation.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/9/1/7/3/2209173-nes_jeopardy.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/9/1/7/3/2209173-nes_jeopardy.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/9/1/7/3/2209173-nes_jeopardy.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/9/1/7/3/2209173-nes_jeopardy.jpg'}",[{'name': 'Trivia/Board Game'}],https://www.gamespot.com/jeopardy-1991/,['Trivia/Board Game'],1,
139,Heroes of Might and Magic III,"No doubt a port of the PC version, the Dreamcast version of Heroes of Might and Magic III is bound to deliver the Heroes formula to console strategy fans.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/5/0/8/139-508.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/5/0/8/139-508.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/5/0/8/139-508.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/5/0/8/139-508.jpg'}","[{'name': 'Strategy'}, {'name': 'Turn-Based'}]",https://www.gamespot.com/heroes-of-might-and-magic-iii/,"['Strategy', 'Turn-Based']",2,
140,Turok 2: Seeds of Evil,It's a landmark shooter and a must-buy.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/2/3/5/1/2212351-box_turok2.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/2/3/5/1/2212351-box_turok2.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/2/3/5/1/2212351-box_turok2.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/2/3/5/1/2212351-box_turok2.png'}","[{'name': '3D'}, {'name': 'Action'}, {'name': 'First-Person'}, {'name': 'Shooter'}]",https://www.gamespot.com/turok-2-seeds-of-evil/,"['3D', 'Action', 'First-Person', 'Shooter']",4,
141,Fly!,"Fly has it where it counts: in the cockpit and, for the most part, in the flight model.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/5/9/2/1/2215921-fly_.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/5/9/2/1/2215921-fly_.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/5/9/2/1/2215921-fly_.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/5/9/2/1/2215921-fly_.jpg'}","[{'name': 'Flight'}, {'name': 'Simulation'}]",https://www.gamespot.com/fly/,"['Flight', 'Simulation']",2,
142,Wheel of Fortune (1987),"With all the elements that makes Wheel of Fortune so popular on TV, this game will let up to three people play at once.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/9/8/8/5/2209885-4190nfkgc9l__sl500_aa280_.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/9/8/8/5/2209885-4190nfkgc9l__sl500_aa280_.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/9/8/8/5/2209885-4190nfkgc9l__sl500_aa280_.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/9/8/8/5/2209885-4190nfkgc9l__sl500_aa280_.jpg'}",[{'name': 'Trivia/Board Game'}],https://www.gamespot.com/wheel-of-fortune-1987/,['Trivia/Board Game'],1,
143,Golf 1999,"Now that the Microsoft Golf series is no longer being developed by Access, it's really beginning to shine.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/5/4/0/143-540.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/5/4/0/143-540.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/5/4/0/143-540.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/5/4/0/143-540.jpg'}","[{'name': 'Golf'}, {'name': 'Simulation'}, {'name': 'Sports'}]",https://www.gamespot.com/golf-1999/,"['Golf', 'Simulation', 'Sports']",3,
146,Axis & Allies: The Ultimate WWII Strategy Game,The result of all of Hasbro's diligent faithfulness to the source is a great version of a classic board game.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/5/4/5/146-545.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/5/4/5/146-545.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/5/4/5/146-545.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/5/4/5/146-545.jpg'}",[{'name': 'Trivia/Board Game'}],https://www.gamespot.com/axis-and-allies-the-ultimate-wwii-strategy-game/,['Trivia/Board Game'],1,
147,Rage of Mages,"It isn't particularly original in any specific regard, but its solid combination of features collectively form a unique and enjoyable role-playing game.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/8/6/5/6/2218656-6.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/8/6/5/6/2218656-6.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/8/6/5/6/2218656-6.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/8/6/5/6/2218656-6.png'}",[{'name': 'Role-Playing'}],https://www.gamespot.com/rage-of-mages/,['Role-Playing'],1,
148,Hexplore,"It's a decent game, but it doesn't represent the state of the art in role-playing games.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/3/3/9/0/2213390-showimage.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/3/3/9/0/2213390-showimage.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/3/3/9/0/2213390-showimage.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/3/3/9/0/2213390-showimage.jpg'}",[{'name': 'Role-Playing'}],https://www.gamespot.com/hexplore/,['Role-Playing'],1,
149,Lords of Magic: Special Edition,The Special Edition corrects a number of flaws and adds several new features but somehow ends up being only a tiny bit more appealing than its predecessor.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/5/4/9/149-549.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/5/4/9/149-549.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/5/4/9/149-549.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/5/4/9/149-549.jpg'}",[{'name': 'Strategy'}],https://www.gamespot.com/lords-of-magic-special-edition/,['Strategy'],1,
150,Outburst (1998),This is a case of an interesting party game losing its magic when there's no party around.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/5/5/1/150-551.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/5/5/1/150-551.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/5/5/1/150-551.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/5/5/1/150-551.jpg'}",[{'name': 'Trivia/Board Game'}],https://www.gamespot.com/outburst-1998/,['Trivia/Board Game'],1,
151,John Saul's Blackstone Chronicles: An Adventure in Terror,The Blackstone Chronicles isn't a bad game. It's just average to a fault.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/5/5/2/151-552.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/5/5/2/151-552.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/5/5/2/151-552.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/5/5/2/151-552.jpg'}","[{'name': '3D'}, {'name': 'Adventure'}, {'name': 'First-Person'}]",https://www.gamespot.com/john-sauls-blackstone-chronicles-an-adventure-in/,"['3D', 'Adventure', 'First-Person']",3,
152,Smart Games Challenge 3,"While Smart Games 3 offers a wide assortment of puzzles, many of them are Mensa-only mind benders.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/5/5/4/152-554.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/5/5/4/152-554.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/5/5/4/152-554.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/5/5/4/152-554.jpg'}",[{'name': 'Puzzle'}],https://www.gamespot.com/smart-games-challenge-3/,['Puzzle'],1,
153,Star Wars: Rogue Squadron 3D,Any fan of the first level of Shadows of the Empire really should check out Rogue Squadron.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/5/5/5/153-555.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/5/5/5/153-555.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/5/5/5/153-555.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/5/5/5/153-555.jpg'}",[{'name': 'Simulation'}],https://www.gamespot.com/star-wars-rogue-squadron-3d/,['Simulation'],1,
154,Tomb Raider III: Adventures of Lara Croft,Those who lost interest in the series with Tomb Raider II may want to give it another look with the third.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/8/6/4/1/2218641-box_traider3.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/8/6/4/1/2218641-box_traider3.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/8/6/4/1/2218641-box_traider3.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/8/6/4/1/2218641-box_traider3.png'}","[{'name': 'Action'}, {'name': 'Adventure'}]",https://www.gamespot.com/tomb-raider-iii-adventures-of-lara-croft/,"['Action', 'Adventure']",2,
155,FIFA 99,"While not completely perfect, it's deep on options, packed with real teams and players, and presented with a slick interface.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/6/8/4/1/2216841-box_fifa99.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/6/8/4/1/2216841-box_fifa99.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/6/8/4/1/2216841-box_fifa99.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/6/8/4/1/2216841-box_fifa99.png'}","[{'name': 'Simulation'}, {'name': 'Soccer'}, {'name': 'Sports'}, {'name': 'Team-Based'}]",https://www.gamespot.com/fifa-99/,"['Simulation', 'Soccer', 'Sports', 'Team-Based']",4,
156,Asteroids,"While it might make a better rental than a straight-up purchase, either way you won't go wrong.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/9/2/0/6/2209206-a2600_asteroids_au.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/9/2/0/6/2209206-a2600_asteroids_au.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/9/2/0/6/2209206-a2600_asteroids_au.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/9/2/0/6/2209206-a2600_asteroids_au.jpg'}","[{'name': '2D'}, {'name': 'Action'}, {'name': 'Fixed-Screen'}, {'name': 'Shooter'}]",https://www.gamespot.com/asteroids/,"['2D', 'Action', 'Fixed-Screen', 'Shooter']",4,
157,Thief: The Dark Project,"Its emphasis on stealth, strategy, and ingenuity, coupled with its strong narrative structure and excellent mission design, adds up to a game that's stylish, serious, rewarding, and unique.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/1/0/2/6/2211026-thief_the_dark_project_boxcover.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/1/0/2/6/2211026-thief_the_dark_project_boxcover.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/1/0/2/6/2211026-thief_the_dark_project_boxcover.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/1/0/2/6/2211026-thief_the_dark_project_boxcover.jpg'}","[{'name': 'Action'}, {'name': 'Adventure'}]",https://www.gamespot.com/thief-the-dark-project/,"['Action', 'Adventure']",2,
158,Dark Vengeance,"Dark Vengeance isn't a bad game, but it doesn't do anything new and doesn't really provide any compelling reason for playing it.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/7/0/5/6/2217056-dark_vengeance_front.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/7/0/5/6/2217056-dark_vengeance_front.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/7/0/5/6/2217056-dark_vengeance_front.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/7/0/5/6/2217056-dark_vengeance_front.jpg'}","[{'name': 'Action'}, {'name': 'Adventure'}]",https://www.gamespot.com/dark-vengeance/,"['Action', 'Adventure']",2,
160,West Front,It's obvious that TalonSoft learned from its mistakes following the release of the disappointing East Front.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/6/0/1/160-601.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/6/0/1/160-601.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/6/0/1/160-601.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/6/0/1/160-601.jpg'}",[{'name': 'Strategy'}],https://www.gamespot.com/west-front/,['Strategy'],1,
161,Deer Hunter II: The Hunt Continues,"You can walk around, the horrible map screen has been replaced by a cool GPS device, and the game looks a lot better, albeit not to the quality of most 3D shooters out there.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/6/0/3/161-603.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/6/0/3/161-603.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/6/0/3/161-603.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/6/0/3/161-603.jpg'}","[{'name': 'Hunting/Fishing'}, {'name': 'Sports'}]",https://www.gamespot.com/deer-hunter-ii-the-hunt-continues/,"['Hunting/Fishing', 'Sports']",2,
162,The Elder Scrolls Adventures: Redguard,"The excellent story, unique puzzles, and addictive swordplay help make Redguard an immensely rich and enjoyable adventure.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/8/9/9/4/2208994-redguard.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/8/9/9/4/2208994-redguard.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/8/9/9/4/2208994-redguard.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/8/9/9/4/2208994-redguard.jpg'}","[{'name': 'Action'}, {'name': 'Adventure'}]",https://www.gamespot.com/the-elder-scrolls-adventures-redguard/,"['Action', 'Adventure']",2,
163,Slingo,"Unlike chess, checkers, mah-jongg, or any number of two-player classic or board games, there is absolutely no skill involved whatsoever.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/3/1/6/6/2213166-71558_pc.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/3/1/6/6/2213166-71558_pc.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/3/1/6/6/2213166-71558_pc.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/3/1/6/6/2213166-71558_pc.jpg'}",[{'name': 'Gambling'}],https://www.gamespot.com/slingo/,['Gambling'],1,
164,WWII Fighters,"Even with its quirks, this is a standout game - and one that any fan of World War II air combat will want to play.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/1440/14409144/2230808-default-art--square.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/1440/14409144/2230808-default-art--square.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/1440/14409144/2230808-default-art--square.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/1440/14409144/2230808-default-art--square.jpg'}","[{'name': 'Flight'}, {'name': 'Simulation'}]",https://www.gamespot.com/wwii-fighters/,"['Flight', 'Simulation']",2,
165,Speed Busters: American Highways,"The track design is inventive, the illusion of speed is great, and overall the control is good.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/6/1/7/6/2216176-speed_busters.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/6/1/7/6/2216176-speed_busters.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/6/1/7/6/2216176-speed_busters.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/6/1/7/6/2216176-speed_busters.jpg'}","[{'name': 'Arcade'}, {'name': 'Driving/Racing'}]",https://www.gamespot.com/speed-busters-american-highways/,"['Arcade', 'Driving/Racing']",2,
166,Uprising 2: Lead and Destroy,"While the changes to Uprising 2 are notable and (for the most part) positive, the game still manages to underwhelm because of some seemingly minor flaws.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/6/9/9/3/2216993-uprising_2_box_art.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/6/9/9/3/2216993-uprising_2_box_art.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/6/9/9/3/2216993-uprising_2_box_art.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/6/9/9/3/2216993-uprising_2_box_art.png'}",[{'name': 'Strategy'}],https://www.gamespot.com/uprising-2-lead-and-destroy/,['Strategy'],1,
167,Gangsters,"Gangsters has many interesting features, but they don't come together in the big picture.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/6/1/4/167-614.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/6/1/4/167-614.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/6/1/4/167-614.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/6/1/4/167-614.jpg'}",[{'name': 'Strategy'}],https://www.gamespot.com/gangsters/,['Strategy'],1,
168,Baldur's Gate,"Baldur's Gate largely manages to meet, and even surpass, gamers' high expectations for this ambitious game.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/8/6/8/9/2208689-baldur.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/8/6/8/9/2208689-baldur.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/8/6/8/9/2208689-baldur.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/8/6/8/9/2208689-baldur.png'}",[{'name': 'Role-Playing'}],https://www.gamespot.com/baldurs-gate/,['Role-Playing'],1,
170,King's Quest: Mask of Eternity,"A vast, sprawling experiment that, while falling short of its goal, is enjoyable and noteworthy nonetheless.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/3/8/5/9/2213859-msk.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/3/8/5/9/2213859-msk.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/3/8/5/9/2213859-msk.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/3/8/5/9/2213859-msk.jpg'}","[{'name': 'Action'}, {'name': 'Adventure'}]",https://www.gamespot.com/kings-quest-mask-of-eternity/,"['Action', 'Adventure']",2,
